interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,version
WNT8B_FZD3_LRP5,WNT,Wnt8b,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT8B_FZD4_LRP5,WNT,Wnt8b,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT8B_FZD5_LRP5,WNT,Wnt8b,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT8B_FZD6_LRP5,WNT,Wnt8b,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT8B_FZD7_LRP5,WNT,Wnt8b,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT8B_FZD8_LRP5,WNT,Wnt8b,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT8B_FZD9_LRP5,WNT,Wnt8b,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD1_LRP5,WNT,Wnt9a,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD10_LRP5,WNT,Wnt9a,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD2_LRP5,WNT,Wnt9a,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD3_LRP5,WNT,Wnt9a,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD4_LRP5,WNT,Wnt9a,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD5_LRP5,WNT,Wnt9a,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD6_LRP5,WNT,Wnt9a,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD7_LRP5,WNT,Wnt9a,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD8_LRP5,WNT,Wnt9a,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9A_FZD9_LRP5,WNT,Wnt9a,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD1_LRP5,WNT,Wnt9b,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD10_LRP5,WNT,Wnt9b,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD2_LRP5,WNT,Wnt9b,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD3_LRP5,WNT,Wnt9b,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD4_LRP5,WNT,Wnt9b,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD5_LRP5,WNT,Wnt9b,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD6_LRP5,WNT,Wnt9b,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD7_LRP5,WNT,Wnt9b,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD8_LRP5,WNT,Wnt9b,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT9B_FZD9_LRP5,WNT,Wnt9b,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD1_LRP6,WNT,Wnt1,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD10_LRP6,WNT,Wnt1,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD2_LRP6,WNT,Wnt1,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD3_LRP6,WNT,Wnt1,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD4_LRP6,WNT,Wnt1,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD5_LRP6,WNT,Wnt1,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD6_LRP6,WNT,Wnt1,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD7_LRP6,WNT,Wnt1,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD8_LRP6,WNT,Wnt1,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD9_LRP6,WNT,Wnt1,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD1_LRP6,WNT,Wnt10a,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD10_LRP6,WNT,Wnt10a,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD2_LRP6,WNT,Wnt10a,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD3_LRP6,WNT,Wnt10a,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD4_LRP6,WNT,Wnt10a,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD5_LRP6,WNT,Wnt10a,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD6_LRP6,WNT,Wnt10a,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD7_LRP6,WNT,Wnt10a,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD8_LRP6,WNT,Wnt10a,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD9_LRP6,WNT,Wnt10a,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD1_LRP6,WNT,Wnt10b,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD10_LRP6,WNT,Wnt10b,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD2_LRP6,WNT,Wnt10b,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD3_LRP6,WNT,Wnt10b,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD4_LRP6,WNT,Wnt10b,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD5_LRP6,WNT,Wnt10b,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD6_LRP6,WNT,Wnt10b,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD7_LRP6,WNT,Wnt10b,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD8_LRP6,WNT,Wnt10b,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD9_LRP6,WNT,Wnt10b,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD1_LRP6,WNT,Wnt16,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD10_LRP6,WNT,Wnt16,Fzd10;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD2_LRP6,WNT,Wnt16,Fzd2;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD3_LRP6,WNT,Wnt16,Fzd3;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD4_LRP6,WNT,Wnt16,Fzd4;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD5_LRP6,WNT,Wnt16,Fzd5;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD6_LRP6,WNT,Wnt16,Fzd6;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD7_LRP6,WNT,Wnt16,Fzd7;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD8_LRP6,WNT,Wnt16,Fzd8;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD9_LRP6,WNT,Wnt16,Fzd9;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD1_LRP6,WNT,Wnt2,Fzd1;Lrp6,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
