interaction_name,pathway_name,ligand,receptor,agonist,antagonist,co_A_receptor,co_I_receptor,annotation,version
INHABA_ACVR2A,ACTIVIN,Inha;Inhba,Acvr2a,,Fst,,Bambi,Secreted Signaling,CellChatDB v1
INHABB_ACVR2B,ACTIVIN,Inha;Inhbb,Acvr2b,,Fst,,Bambi,Secreted Signaling,CellChatDB v1
WNT1_FZD1_LRP5,WNT,Wnt1,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD10_LRP5,WNT,Wnt1,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD2_LRP5,WNT,Wnt1,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD3_LRP5,WNT,Wnt1,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD4_LRP5,WNT,Wnt1,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD5_LRP5,WNT,Wnt1,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD6_LRP5,WNT,Wnt1,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD7_LRP5,WNT,Wnt1,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD8_LRP5,WNT,Wnt1,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT1_FZD9_LRP5,WNT,Wnt1,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD1_LRP5,WNT,Wnt10a,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD10_LRP5,WNT,Wnt10a,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD2_LRP5,WNT,Wnt10a,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD3_LRP5,WNT,Wnt10a,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD4_LRP5,WNT,Wnt10a,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD5_LRP5,WNT,Wnt10a,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD6_LRP5,WNT,Wnt10a,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD7_LRP5,WNT,Wnt10a,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD8_LRP5,WNT,Wnt10a,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10A_FZD9_LRP5,WNT,Wnt10a,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD1_LRP5,WNT,Wnt10b,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD10_LRP5,WNT,Wnt10b,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD2_LRP5,WNT,Wnt10b,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD3_LRP5,WNT,Wnt10b,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD4_LRP5,WNT,Wnt10b,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD5_LRP5,WNT,Wnt10b,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD6_LRP5,WNT,Wnt10b,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD7_LRP5,WNT,Wnt10b,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD8_LRP5,WNT,Wnt10b,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT10B_FZD9_LRP5,WNT,Wnt10b,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD1_LRP5,WNT,Wnt16,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD10_LRP5,WNT,Wnt16,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD2_LRP5,WNT,Wnt16,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD3_LRP5,WNT,Wnt16,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD4_LRP5,WNT,Wnt16,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD5_LRP5,WNT,Wnt16,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD6_LRP5,WNT,Wnt16,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD7_LRP5,WNT,Wnt16,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD8_LRP5,WNT,Wnt16,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT16_FZD9_LRP5,WNT,Wnt16,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD1_LRP5,WNT,Wnt2,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD10_LRP5,WNT,Wnt2,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD2_LRP5,WNT,Wnt2,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD3_LRP5,WNT,Wnt2,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD4_LRP5,WNT,Wnt2,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD5_LRP5,WNT,Wnt2,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD6_LRP5,WNT,Wnt2,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD7_LRP5,WNT,Wnt2,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD8_LRP5,WNT,Wnt2,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2_FZD9_LRP5,WNT,Wnt2,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD1_LRP5,WNT,Wnt2b,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD10_LRP5,WNT,Wnt2b,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD2_LRP5,WNT,Wnt2b,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD3_LRP5,WNT,Wnt2b,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD4_LRP5,WNT,Wnt2b,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD5_LRP5,WNT,Wnt2b,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD6_LRP5,WNT,Wnt2b,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD7_LRP5,WNT,Wnt2b,Fzd7;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD8_LRP5,WNT,Wnt2b,Fzd8;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT2B_FZD9_LRP5,WNT,Wnt2b,Fzd9;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD1_LRP5,WNT,Wnt3,Fzd1;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD10_LRP5,WNT,Wnt3,Fzd10;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD2_LRP5,WNT,Wnt3,Fzd2;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD3_LRP5,WNT,Wnt3,Fzd3;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD4_LRP5,WNT,Wnt3,Fzd4;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD5_LRP5,WNT,Wnt3,Fzd5;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
WNT3_FZD6_LRP5,WNT,Wnt3,Fzd6;Lrp5,Porcn;Rspo1;Rspo2;Rspo3;Rspo4,Dkk1;Dkk2;Dkk4;Serpinf1;Sost;Wif1;Cer1;Notum;Sfrp1;Sfrp2;Sfrp4;Sfrp5;Igfbp4;Draxin;Sostdc1;Frzb,Bambi,Znrf3;Rnf43;Apcdd1,Secreted Signaling,CellChatDB v1
